İlçe,Tarih,PM10 (µg/m3),PM2.5 (µg/m3),SO2 (µg/m3),CO (µg/m3),NO2 (µg/m3),NOX (µg/m3),NO (µg/m3),O3 (µg/m3),Maks_Sıcaklik_C,Toplam_Yağış_mm,Maks_Rüzgar_Hızı_kmh,average_traffic_index,Ay,Durum,Sağlık_Risk_Durumu
Arnavutköy,08.06.2019,105.55,52.38,,,26.27,35.14,6.79,66.35,28.0,0.0,15.1,9.069930069930068,6,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,09.06.2019,105.39,52.29,,,21.06,26.39,4.47,71.89,25.5,3.5,24.3,7.858657243816254,6,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,10.06.2019,105.3,52.27,,,13.0,17.73,4.1,60.43,25.8,0.5,21.1,19.814035087719297,6,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,11.06.2019,105.29,52.26,4.6,239.82,20.13,27.02,5.51,41.37,26.7,1.8,13.8,24.589473684210528,6,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,12.06.2019,105.15,52.26,3.33,213.57,11.39,15.44,3.64,40.83,25.7,6.9,14.1,24.947552447552447,6,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,13.06.2019,105.1,52.24,2.9,222.94,11.75,14.86,3.02,62.27,27.8,0.0,20.6,27.388111888111887,6,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,14.06.2019,105.06,52.24,2.91,215.6,9.02,11.87,2.87,53.93,26.7,0.0,21.3,29.156794425087107,6,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,15.06.2019,105.05,52.2,2.75,219.57,10.56,15.34,4.11,55.32,25.6,7.6,22.1,26.12982456140351,6,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,16.06.2019,105.01,52.18,2.7,282.77,9.78,12.39,2.7,58.59,26.8,1.4,22.0,20.29965156794425,6,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,17.06.2019,104.92,52.03,2.59,279.36,14.86,19.2,3.84,55.2,29.5,0.0,18.6,27.734265734265733,6,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,18.06.2019,104.76,52.0,2.5,269.59,15.22,19.99,4.1,59.04,27.4,7.7,21.0,28.910394265232974,6,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,19.06.2019,104.66,52.0,2.36,265.95,17.54,21.13,3.36,54.68,27.8,0.7,19.3,30.38162544169612,6,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,20.06.2019,104.54,51.98,2.33,252.67,26.7,30.7,3.61,50.67,27.5,2.0,13.9,31.171929824561403,6,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,21.06.2019,104.45,51.97,2.48,290.8,19.26,23.33,3.66,40.74,27.8,2.3,17.3,31.294736842105262,6,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,22.06.2019,104.42,51.96,2.5,303.47,15.7,20.9,4.39,57.03,29.0,0.0,21.6,30.24561403508772,6,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,23.06.2019,104.18,51.93,2.23,295.67,15.06,19.4,3.82,54.85,31.2,0.0,12.4,19.55281690140845,6,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,24.06.2019,104.13,51.91,2.8,307.42,37.52,53.12,11.2,44.74,30.8,0.0,18.2,29.30877192982456,6,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,25.06.2019,104.01,51.88,2.71,304.85,16.9,23.02,5.02,56.88,28.4,0.1,22.6,29.968421052631577,6,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,26.06.2019,103.9,51.86,2.65,290.88,14.66,23.53,6.79,57.5,27.3,4.6,28.3,28.62020905923345,6,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,27.06.2019,103.46,51.85,2.87,262.62,15.43,22.5,5.62,72.56,29.0,0.0,23.8,30.81412639405204,6,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,28.06.2019,103.38,51.84,4.04,312.94,19.04,25.43,5.18,60.58,28.0,1.7,26.6,30.7112676056338,6,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,29.06.2019,103.38,51.79,2.94,195.6,15.25,23.12,6.15,63.68,25.5,0.0,26.9,26.414634146341463,6,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,30.06.2019,103.23,51.75,2.55,204.3,24.4,32.6,6.37,51.27,25.2,0.5,22.1,19.24125874125874,6,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,01.07.2019,103.11,51.74,3.39,188.02,22.89,31.68,6.14,54.6,27.1,0.0,20.4,27.665413533834585,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,02.07.2019,102.74,51.73,3.59,156.12,11.13,17.43,4.13,68.26,28.1,0.0,23.4,24.45644599303136,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,03.07.2019,102.61,51.71,3.55,169.35,21.7,31.33,6.29,56.3,29.6,0.0,18.0,25.18055555555556,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,04.07.2019,102.47,51.61,3.35,152.54,15.77,23.54,5.09,66.33,28.4,0.0,21.5,26.324041811846687,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,05.07.2019,102.36,51.6,3.65,118.25,17.54,22.53,3.26,82.97,28.8,0.0,19.3,27.14236111111111,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,06.07.2019,102.36,51.55,4.5,,21.87,27.74,3.83,,28.8,0.1,16.9,22.29616724738676,7,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,07.07.2019,102.3,51.5,6.24,,21.79,28.28,4.25,,29.5,0.0,17.6,16.37676056338028,7,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,08.07.2019,102.18,51.45,4.33,,26.67,31.79,3.34,,33.7,0.0,17.5,24.723776223776223,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,09.07.2019,102.06,51.43,3.75,162.88,26.27,32.9,4.34,76.27,31.0,0.3,12.8,24.282229965156795,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,10.07.2019,102.06,51.4,3.91,169.9,25.23,31.55,4.14,59.26,27.1,14.3,18.4,24.73611111111111,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,11.07.2019,102.01,51.39,4.1,148.41,18.16,22.56,2.88,61.23,20.8,11.6,26.1,28.881944444444443,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,12.07.2019,101.84,51.38,3.89,136.14,29.17,36.67,4.91,49.25,23.6,1.2,13.4,25.54513888888889,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,13.07.2019,101.81,51.37,6.08,153.14,30.57,41.34,7.02,52.28,25.1,0.3,9.4,21.195121951219512,7,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,14.07.2019,101.52,51.36,4.41,176.32,22.53,29.8,4.75,53.38,24.2,2.7,11.3,16.18466898954704,7,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,15.07.2019,101.39,51.33,3.47,157.84,9.64,12.92,2.16,57.41,22.2,8.4,16.2,16.5,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,16.07.2019,101.34,51.33,4.3,187.36,26.47,36.49,6.55,52.87,24.7,0.4,18.7,22.36458333333333,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,19.07.2019,101.25,51.32,3.4,124.14,13.19,19.02,3.81,77.12,26.6,0.0,22.2,25.71875,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,20.07.2019,100.92,51.31,3.12,164.73,11.38,16.77,3.53,82.88,26.6,0.0,25.6,21.18055555555556,7,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,21.07.2019,100.83,51.26,3.07,133.77,18.33,23.17,3.16,75.17,27.1,0.0,18.7,14.697916666666666,7,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,22.07.2019,100.68,51.26,3.16,123.33,25.32,30.45,3.38,68.1,27.9,0.0,19.3,24.472222222222225,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,23.07.2019,100.55,51.25,3.27,159.25,25.28,31.55,4.09,67.91,28.9,0.0,17.1,24.854166666666664,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,24.07.2019,99.99,51.24,3.25,183.75,17.04,21.37,2.83,75.05,22.9,7.8,19.8,26.11458333333333,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,25.07.2019,99.91,51.24,3.22,169.16,22.32,27.64,3.5,58.79,25.5,0.9,18.9,24.635416666666664,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,26.07.2019,99.85,51.2,3.64,174.71,29.22,43.87,9.58,55.78,27.3,0.0,18.2,26.409722222222225,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,27.07.2019,99.72,51.17,4.03,133.28,13.0,18.27,3.44,71.02,27.5,0.0,22.1,21.572916666666664,7,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,28.07.2019,99.64,51.17,3.77,137.91,11.06,15.65,2.99,73.82,27.5,0.0,23.1,13.864583333333332,7,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,29.07.2019,99.61,51.16,3.98,158.69,18.92,24.67,3.76,,30.4,0.0,18.0,22.23970037453184,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,30.07.2019,99.5,51.13,4.01,143.0,20.13,26.38,4.09,,27.1,3.6,14.8,23.59027777777777,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,31.07.2019,99.16,51.04,3.98,163.94,29.52,40.85,7.41,,29.4,0.1,13.8,22.35763888888889,7,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,01.08.2019,99.15,51.02,3.79,167.02,24.92,32.56,5.0,,30.0,0.0,19.5,23.916666666666664,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,02.08.2019,99.14,51.02,3.9,136.41,11.73,15.95,2.75,67.41,28.0,0.6,20.5,25.104166666666664,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,03.08.2019,98.84,51.01,4.08,145.89,16.1,19.97,2.54,,32.2,0.0,15.5,20.08680555555556,8,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,04.08.2019,98.7,51.0,3.9,179.02,7.59,10.94,2.2,,25.0,0.2,21.7,12.34722222222222,8,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,05.08.2019,98.66,51.0,3.52,161.81,20.63,26.55,3.87,,25.9,0.0,21.0,21.60763888888889,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,06.08.2019,98.61,50.99,3.74,139.75,22.01,28.91,4.51,59.45,27.2,0.0,20.7,23.02430555555556,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,07.08.2019,98.47,50.96,4.58,145.72,17.94,24.48,4.29,64.25,28.2,0.0,22.5,23.850694444444443,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,08.08.2019,98.33,50.93,3.82,155.82,11.71,16.95,3.42,68.19,28.6,0.0,20.0,26.069444444444443,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,09.08.2019,98.27,50.9,3.92,159.45,12.66,16.92,2.8,,28.3,0.0,21.7,25.304195804195803,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,10.08.2019,98.18,50.89,3.68,172.47,9.13,12.56,2.25,,29.5,0.0,20.1,10.947916666666666,8,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,11.08.2019,98.17,50.89,3.55,182.53,5.8,9.58,2.49,,28.1,0.0,28.8,12.06597222222222,8,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,12.08.2019,98.15,50.88,3.75,190.29,3.35,5.78,1.6,,28.8,0.0,32.4,14.114583333333332,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,13.08.2019,98.1,50.82,4.1,179.58,4.5,7.12,1.74,,28.5,0.0,31.2,9.854166666666666,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,14.08.2019,98.02,50.82,4.13,189.2,9.66,12.29,1.73,,28.8,0.0,22.0,7.569444444444445,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,15.08.2019,97.84,50.7,4.18,201.14,10.22,12.8,1.67,,27.2,1.0,21.5,9.065972222222223,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,16.08.2019,97.7,50.67,3.95,169.42,12.16,15.76,2.36,,25.0,8.2,22.8,9.336805555555555,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,17.08.2019,97.12,50.65,4.08,154.65,21.03,25.38,2.82,,23.6,15.5,20.7,16.822916666666664,8,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,18.08.2019,97.1,50.55,3.81,,14.52,18.25,2.43,,25.1,0.1,24.1,8.944444444444445,8,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,19.08.2019,96.99,50.51,3.76,,20.14,26.09,3.9,,25.4,0.1,22.2,19.59375,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,20.08.2019,96.98,50.37,3.27,,12.89,16.64,2.5,,26.1,0.0,24.0,23.14236111111111,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,21.08.2019,96.84,50.36,3.79,231.06,15.05,18.65,2.37,68.42,26.0,2.0,25.2,24.82638888888889,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,22.08.2019,96.74,50.35,3.72,227.89,12.55,15.9,2.17,66.86,28.4,0.0,23.7,23.86111111111111,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,23.08.2019,96.64,50.33,3.85,152.52,9.71,12.78,2.01,60.85,28.0,0.0,31.0,25.27777777777777,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,24.08.2019,96.36,50.33,3.98,171.47,8.78,12.09,2.17,70.01,28.9,0.0,25.4,22.947916666666664,8,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,25.08.2019,96.25,50.27,4.13,196.78,14.08,17.75,2.38,73.43,29.4,0.0,24.1,16.66315789473684,8,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,26.08.2019,96.18,50.26,4.21,197.42,12.91,17.15,2.75,67.53,29.5,0.0,27.1,25.36805555555556,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,27.08.2019,96.15,50.24,3.97,152.76,10.57,14.44,2.54,70.13,29.4,0.0,26.0,26.4375,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,28.08.2019,96.13,50.17,4.08,143.79,10.57,14.22,2.38,79.45,28.4,0.0,28.6,28.55208333333333,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,29.08.2019,96.12,50.15,4.06,134.5,9.1,12.99,2.56,87.01,27.4,0.0,26.0,31.89236111111111,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,30.08.2019,96.12,50.15,3.9,140.8,11.77,16.17,2.87,77.84,27.2,0.1,23.5,15.97222222222222,8,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,31.08.2019,96.04,50.13,4.2,128.8,14.76,19.53,3.13,66.29,26.3,0.0,23.0,18.87152777777777,8,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,01.09.2019,95.86,50.11,4.48,,14.33,17.92,2.34,,26.9,0.2,25.3,18.569930069930063,9,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,02.09.2019,95.84,50.07,4.15,,13.0,16.98,2.6,,27.4,0.0,26.6,25.541666666666664,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,03.09.2019,95.82,50.04,4.39,,11.78,15.7,2.55,,28.1,0.0,29.3,26.64236111111111,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,04.09.2019,95.51,50.04,4.53,,13.21,16.94,2.44,,28.4,0.0,26.1,29.05555555555556,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,05.09.2019,95.49,49.96,4.48,,10.35,14.31,2.6,,25.3,3.0,26.1,28.27083333333333,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,06.09.2019,95.45,49.92,4.28,,10.67,15.3,3.05,,25.0,0.0,23.1,29.729166666666664,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,07.09.2019,95.3,49.89,4.05,,22.43,26.68,3.19,,25.6,0.0,20.3,28.10763888888889,9,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,08.09.2019,95.21,49.87,4.23,172.25,13.01,16.95,2.59,78.72,25.7,0.6,26.3,20.30208333333333,9,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,09.09.2019,95.08,49.85,4.52,150.17,13.09,17.41,2.84,75.54,26.2,0.0,22.3,22.596551724137928,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,10.09.2019,95.03,49.84,4.09,159.13,21.88,27.85,3.91,57.06,25.2,0.7,28.0,25.46180555555556,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,11.09.2019,95.0,49.83,4.16,137.3,12.07,15.93,2.54,71.34,26.6,0.0,27.7,25.950704225352112,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,12.09.2019,94.89,49.83,4.03,136.77,19.58,24.28,3.06,66.35,25.1,0.1,21.4,26.55208333333333,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,13.09.2019,94.57,49.78,4.17,126.47,12.55,16.71,2.73,70.0,25.9,0.1,32.6,30.75438596491228,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,14.09.2019,94.52,49.72,4.25,124.76,12.71,16.79,2.65,78.67,26.4,0.0,28.5,27.197916666666664,9,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,15.09.2019,94.46,49.72,3.62,152.87,11.01,14.4,2.23,69.34,23.6,0.9,29.6,21.100694444444443,9,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,16.09.2019,94.41,49.69,4.39,141.42,23.48,30.83,4.8,56.16,24.2,0.0,14.7,24.878472222222225,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,17.09.2019,94.38,49.64,5.64,191.13,33.02,37.13,2.71,49.88,27.9,0.0,12.8,26.378472222222225,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,18.09.2019,94.32,49.6,13.53,243.23,47.17,52.87,3.72,63.56,30.1,0.0,18.9,27.3588850174216,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,19.09.2019,94.11,49.59,3.92,171.92,7.67,11.94,2.78,67.31,24.8,0.0,27.1,27.909722222222225,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,20.09.2019,94.1,49.58,3.96,164.91,13.89,17.25,2.2,59.02,19.4,12.2,23.7,37.625,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,21.09.2019,93.97,49.57,4.07,122.4,14.18,20.24,3.97,58.29,19.3,0.0,21.9,29.05555555555556,9,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,22.09.2019,93.82,49.55,4.55,126.28,16.21,23.65,4.85,55.02,20.4,0.0,18.6,22.819787985865723,9,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,23.09.2019,93.77,49.51,4.68,163.75,35.06,47.3,7.99,43.82,23.1,0.0,8.2,25.46341463414634,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,24.09.2019,93.72,49.47,6.3,261.27,54.89,83.51,18.71,37.66,26.0,8.0,16.5,28.06620209059233,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,25.09.2019,93.67,49.45,4.42,192.39,18.32,23.14,3.15,54.31,22.7,0.3,14.3,26.340350877192986,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,26.09.2019,93.43,49.43,4.61,185.68,22.68,28.48,3.79,41.58,25.0,0.0,15.0,27.55208333333333,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,27.09.2019,93.36,49.43,4.49,178.73,24.41,31.55,4.68,42.2,23.4,1.0,14.7,28.10763888888889,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,28.09.2019,93.35,49.39,4.0,149.62,25.61,35.3,6.34,45.06,23.6,0.0,16.3,25.56794425087108,9,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,29.09.2019,93.34,49.34,6.88,192.31,34.62,45.15,6.88,46.43,27.0,0.0,8.2,21.34042553191489,9,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,30.09.2019,93.13,49.33,6.39,321.55,62.58,83.06,13.4,32.05,28.8,0.0,8.8,25.478873239436616,9,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,01.10.2019,93.1,49.21,4.94,312.88,44.55,60.55,10.47,43.94,27.9,0.0,18.4,27.52777777777777,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,02.10.2019,93.08,49.18,2.44,236.69,13.36,19.3,3.88,66.1,26.9,0.0,14.5,28.425087108013937,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,03.10.2019,93.01,49.16,6.25,279.37,25.87,30.91,3.3,52.71,28.3,0.0,21.2,29.315972222222225,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,04.10.2019,92.8,49.09,4.56,,15.73,19.39,2.41,,29.6,0.8,18.5,30.791666666666664,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,05.10.2019,92.8,49.07,2.57,,16.83,23.65,4.47,,19.4,21.7,17.9,30.72822299651568,10,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,06.10.2019,92.72,49.05,2.52,,18.23,26.1,5.12,,18.8,14.9,23.0,21.788194444444443,10,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,07.10.2019,92.58,49.03,2.87,,23.35,35.88,8.18,,19.4,0.2,21.3,25.788194444444443,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,08.10.2019,92.41,49.02,1.89,,10.21,17.03,4.42,,14.9,15.1,27.0,35.979166666666664,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,09.10.2019,92.28,49.01,2.7,,16.7,26.41,6.34,,20.8,0.0,10.8,27.773519163763066,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,10.10.2019,92.23,49.0,4.08,612.24,35.35,56.14,13.58,32.11,21.5,0.0,17.1,28.663194444444443,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,11.10.2019,92.2,49.0,2.6,538.22,24.93,32.05,4.65,41.85,20.6,0.8,21.5,30.02083333333333,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,12.10.2019,92.08,48.97,2.91,378.4,9.67,17.19,4.91,67.49,20.7,0.0,18.6,28.05208333333333,10,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,13.10.2019,92.01,48.96,3.09,356.65,18.38,25.66,4.75,57.92,21.4,0.0,18.6,21.77430555555556,10,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,14.10.2019,91.97,48.95,3.37,349.1,22.02,30.3,5.4,58.89,21.2,0.0,17.3,26.582142857142856,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,15.10.2019,91.89,48.94,3.76,336.19,27.49,39.51,7.87,54.25,21.2,0.0,15.0,27.59205776173285,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,16.10.2019,91.83,48.92,4.45,311.49,18.34,25.02,4.37,64.4,20.4,0.0,13.6,26.656028368794328,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,17.10.2019,91.8,48.87,4.28,315.28,28.6,37.7,5.95,54.29,20.5,0.2,13.7,28.73684210526316,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,18.10.2019,91.72,48.86,4.83,383.56,39.91,55.88,10.45,39.23,22.7,0.0,9.9,29.99242424242424,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,19.10.2019,91.65,48.86,4.65,418.57,30.79,50.08,12.62,44.13,22.5,0.0,11.8,28.72932330827068,10,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,20.10.2019,91.63,48.85,4.35,403.09,38.92,48.13,6.01,48.86,20.9,0.0,14.7,22.633587786259543,10,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,21.10.2019,91.53,48.83,3.66,335.46,29.85,37.06,4.72,51.88,20.6,0.1,16.8,25.31734317343173,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,22.10.2019,91.48,48.81,3.73,309.11,18.99,24.84,3.8,61.36,19.7,0.0,21.6,28.36458333333333,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,23.10.2019,91.46,48.78,4.3,322.71,18.71,24.8,4.0,58.25,19.9,0.0,22.9,29.17013888888889,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,24.10.2019,91.27,48.77,4.1,270.33,21.8,27.4,3.67,61.64,20.3,0.0,18.4,30.367857142857144,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,25.10.2019,91.25,48.76,4.1,331.34,27.18,34.4,4.74,56.53,20.3,0.0,19.7,32.93309859154929,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,26.10.2019,91.22,48.74,3.64,291.57,22.15,29.02,4.5,54.03,18.5,0.0,17.7,28.642857142857142,10,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,27.10.2019,91.22,48.74,4.14,307.1,21.72,28.3,4.32,46.47,18.1,1.5,16.2,17.45220588235294,10,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,28.10.2019,91.2,48.73,5.51,330.11,41.17,58.53,11.34,36.95,19.2,0.1,14.3,20.406474820143885,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,29.10.2019,91.09,48.7,4.46,361.88,38.72,61.82,15.1,35.05,19.4,0.1,12.4,16.180555555555557,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,30.10.2019,90.95,48.64,4.53,469.47,29.76,55.51,16.84,36.74,20.1,0.0,14.8,26.55595667870036,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,31.10.2019,90.92,48.62,3.59,440.54,21.23,31.76,6.88,39.54,18.0,11.5,22.3,33.96739130434782,10,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,01.11.2019,90.9,48.62,3.4,337.06,10.26,16.84,4.3,56.33,13.1,19.0,26.9,38.02456140350877,11,Hafta İçi,Yüksek Risk (Sağlıksız)
Arnavutköy,02.11.2019,90.87,48.58,3.87,372.94,29.78,45.86,10.49,40.05,15.4,0.0,14.8,28.07317073170732,11,Hafta Sonu,Yüksek Risk (Sağlıksız)
Arnavutköy,03.11.2019,90.83,48.52,10.61,497.44,33.12,40.91,5.1,35.15,17.0,0.0,17.9,30.04861111111111,11,Hafta Sonu,Yüksek Risk (Sağlıksız)
